,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
9,WILLIAMS," All right. Kristen Welker, thanks. And we expect as Kristen pointed out, we expect more from the Pentagon, more from the traveling White House in Florida. And, Rachel, when we talk about a change in tone, a change in policy, this has been a neck-snapping change in policy in just days.",1,286.0,52.0,guest,10.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
10,MADDOW," One of the things that has been, I think, worrying about the new administration is the way their National Security Council has been so much influx. The role of the National Security Council is to coordinate, bring about a whole of government effort, unified message and a stable message, particularly on volatile issues in national security. And for whatever reason, we really haven`t seen that. We saw over the course of one week, Rex Tillerson, the secretary of state, we saw him turn 180 degrees on whether or not the fate of Bashar al Assad should be decided by the Syrian people or whether it should be something that the United States should take responsibility for as he indicated today. We`ve seen a similar U-turn from U.N. Ambassador Nikki Haley. Those changes were not in concert. They were not made at the same time. Today, the message from president, himself, was that maybe something should happen, essentially. So, it`s been – the messaging, the language around these issues has been sort of all over the place and I think it`s led to some worries about the decision-making process is around things like this. Clearly tonight, a decision has been made.",1,1168.0,201.0,host,11.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
11,WILLIAMS," And Tillerson`s words were so strong today, there was a walk back on background after he finished speaking.",1,108.0,19.0,guest,12.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
12,MADDOW, Yes. And that shouldn`t happen on the same day that you`re making a decision about military strikes.,1,101.0,18.0,host,13.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
13,WILLIAMS, That`s right.,1,14.0,3.0,guest,14.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
14,MADDOW," I mean, ideally, you would want to have not just – not just a whole of government effort, but you would want to have such discipline around your message and around your rollout, especially a unilateral strike you decide on your own terms. But, you know, helter-skelter. You roll with it, it`s the now reality. This administration will be I think as surprising on national security matters as they are on everything thus far. We`re joined now by retired U.S. Navy Admiral James Stavridis. He`s the dean of the Fletcher School of Law and Diplomacy at Tufts University. Admiral Stavridis, thank you very much for being with us tonight. Can you shed some light for us on the strategic decision to do this with Tomahawk missiles? These ship-fired missiles. Some of the other options they may have considered, what are the advantages of doing it this way?",1,850.0,148.0,host,15.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
15,"ADMIRAL JAMES STAVRIDIS, U.S. NAVY (RET.)"," I think they made the right call in terms of doing something proportional, something relatively immediate, something that connects very much with the chemical strike, itself. What this tells you, Rachel, is that they wanted to take a low-risk profile. We didn`t take manned aircraft. And the fact the strikes weren`t directed against anti-air systems, which is what you would do, knock those down if you were going to send in manned aircraft later, tells you that probably we`ve seen a volley. We`re now going to take a pause, reset, follow the conversation, push the Russians, send the message. This is a conservative, a proportional, and I think a fairly correct response to what we`ve seen thus far. We`re going to know a lot more in a couple of hours as we hear statements coming from the president and the Pentagon, but I`m confident there will not be another wave. This is not shock and awe over Baghdad. This is more like 1998 when we launched a bag of cruise missiles at bin Laden in Afghanistan after the East African bombings.",1,1037.0,182.0,guest,16.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
16,MADDOW," Admiral Stavridis, stay with us for moment. I`d love to ask you. Just stand by. We`re going to go back to the Pentagon briefly for a second. Hans Nichols, our correspondent there. I believe, Hans, you have additional information in terms of what happened tonight.",1,264.0,46.0,host,17.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
17,NICHOLS," Yes, Rachel, we`re getting a little more confident on the number of Tomahawk cruise missiles that were fired. It`s about 60 and they hit both aircraft and infrastructure on that air base near Homs. It`s the latest from here. You know, taking a step back on this, given all our reporting earlier today, this does seem like a smaller version of the variety of options that were presented to President Trump. Remember, the big option was actually taking out the entire air force of Bashar al Assad. So, it looks like they went for the smaller one. A couple things that we need to figure out here. Number one, were allies informed? Number two, was Congress informed? Was it just the Gang of Eight? What sort of back and forth? And then, ultimately, what led President Donald Trump to use force against a sovereign country, against the government that although there are problems with it, it is the elected government of Syria. There could be some legal questions. We suspect they will argue on the doctrine to protect, the responsibility to protect. But what legal authority did the U.S. have going in there, launching these cruise missiles? And remember, there are Russian forces that are working closely with the Syrian regime and you have close to a thousand U.S. troops, about 500 special forces that we know of, they move other troops in and out of, they`re fighting a separate fight against ISIS, but there are a lot of U.S. troops in there that could potentially be targets if the regime is still inclined. This could get very messy. We still need to figure out all the details. As of now, both aircraft and infrastructure were hit. Tomahawk cruise missiles. And the strike is now over. This was a single target all on the airfield – guys.",1,1743.0,308.0,guest,18.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
18,MADDOW," Hans, let me just ask you one clarifying question in terms of who was notified, who was in on this. One of the things Admiral Stavridis just mentioned there was the issue of the Russian government, obviously, the most important ally to the Assad regime, and also a big military presence on the ground in Syria. Do we know if the Russians were given a heads-up about this?",1,372.0,69.0,host,19.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
19,NICHOLS," We do not. All we know on that, Rachel, is there is this deconfliction line that is used quite frequently because both American aircraft and Russian aircraft are fighting ISIS and more of the eastern part of the country. This strike took place more in the western part of country, just off sort of the border with Libya, close to Latakia, where, of course, the Russians, themselves, have a big air base. But most of the deconfliction talks that take place, these are daily conversations saying we have a plane up in this area, you have a plane up in this area. It`s designed to avoid any sort of friction or frankly escalating incidents between the United States and Russia. We don`t know if that deconfliction line was used on this strike – Rachel.",1,750.0,135.0,guest,20.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
20,MADDOW," Hans Nichols for us at the Pentagon. I believe we got one picture. It`s not a live picture. It would be sort of a conceptualizing picture of al-Shayrat airfield. This is what we were told is the target tonight. This is, of course, not post-bombing, not if 60 Tomahawk missiles were launched at it. But this is the image we`ve got of that site. Again, close to the Syrian city of Homs, which is the city we`ve read a lot about in terms of our coverage of the fighting in the Syrian civil war. What Hans Nichols just reported from the Pentagon is that infrastructure at that airfield was hit and also aircraft were hit. The Syrian air force is a considerable force. It`s used for targets in the north of Syria. But this is what we believe the targets – this is what we believe the target was of this major U.S. strike. We`re going to bring back in the conversation Admiral Stavridis. Admiral, looking at that site, what we know about that location, the fact this was one site that was targeted apparently with pretty massive number, dozens of these missiles, what would be the strategic goal, how much destruction would that sort of rain down on a site like this to hit it with all those missiles?",1,1196.0,221.0,host,21.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
21,STAVRIDIS," It is a significant strike but one that is limited geographically as you point out, Rachel. I would put this very much in the category of sending a signal to the Assad regime and to the Russians and oh, by the way, to the Iranians as well that we are not going to hesitate to use force, that we have, in fact, shifted back to what I would argue is the appropriate position, that Assad is a war criminal. We have to undermine him at every step and try and get him out of power. But this is a signal we have sent. I think what`s really interesting is going to be, what do we do now? What I would hope the administration will do is go to the Russians, say we`re serious, you cannot continue to support Assad as a client. There`s more firepower where this came from to say the least. And that we are very, very committed to ending Assad`s control in Syria. If you`re going to do that, you need a plan “B”, and that is what one would hope the administration`s doing now. That probably looks like building a Syrian opposition in a serious way in the eastern part of the country, supplying it, creating safe zones. Working with the Turks to provide that kind of operationalization in the north. And, I would argue, over time, diplomatically, with the Russians working on a solution. Much has happened in the Balkans in the 1990s. Frankly, Rachel, I think Syria as a nation is probably going to have to be partitioned or broken apart. That`s the longer-term strategy. This initial strike is the first step in sending a signal.",1,1519.0,283.0,guest,22.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
22,MADDOW," Admiral James Stavridis, very helpful to have you with us here tonight, sir. Thank you for your time. Appreciate your insight into this. Brian?",1,144.0,25.0,host,23.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
23,WILLIAMS," Also standing by with us retired Army Four-Star General Barry McCaffrey. He is in Seattle tonight. And, General, welcome. Given the limited target selection of this mission, what do you think the objective is of blowing up this one air facility?",1,246.0,42.0,guest,24.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
24,"GEN. BARRY MCCAFFREY, NBC NEWS MILITARY ANALYST"," I think Admiral Stavridis put it very nicely. There`s a lot of political importance to what just happened. There will be a direct devastating impact on the air units that were involved. There may well have been Russians on that airfield, by the way. I`m sure they would have pre-coordinated the strike with the Russians. Not giving them too much time to react. But at the end of the day, Brian, look, a half million people have been killed in Syria. There are literally a dozen brutal warring factions. There have been multiple chemical attacks since the famous Obama red line. Assad`s entire sect, the Alawite, and their associated allies, the Christians, Jews and others, know they`re going to be slaughtered if they lose this fight. I`m always uncomfortable about signaling political intent with military power. You never know where it`s going to go. In this case, it clearly – the military aspect is nominal at best.",1,921.0,158.0,guest,25.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
25,WILLIAMS," So, where does this leave us? If you are the Assad government looking and wondering?",1,85.0,16.0,guest,26.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
26,MCCAFFREY," Well, I think the best thing to come out of it is the Russians say, oh, my gosh, we`ve gone too far. Now, you know, we`ve got to underscore the fact the U.S. air force and U.S. naval air power is to significant and capable compared to the Russian presence in general, never mind their deployed strength in Syria, they are very unlikely to want to take us on in direct combat. They may well now have to think through I wonder if we ought to walk away from Assad. But I cannot imagine – they`re on the wrong side of this argument, by the way. They`re supporting a Shiite minority presence inside Syria. They`re allying themselves with Iranian guards, Hezbollah, militia. They`re on the wrong side of this fight. There`s a lot of Sunni Muslims in the world particularly living near Russia. So, I think Putin`s way out over his skis on this one. It may well be that it causes him to rethink their support for Assad. We`ll see.",1,923.0,172.0,guest,27.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
27,WILLIAMS," And with your familiarity of a kind of target package like this, or this specific target, let`s call it 60 of these, half a million dollars a throw, 18 feet long. I`m guessing we have cratered the runway and the taxiways. I`m guessing since it`s a military air base, they have those protected kind of bunkerized, hardened hangars. But I`m guessing we`ve struck all of those and any visible aircraft on the ground.",1,414.0,74.0,guest,28.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
28,MCCAFFREY," Well, we all love the Tomahawk. They`ve been improved dramatically since the first time I watched them used during Desert Storm. They are now incredibly lethal, low-risk, non-jammable option. They`re not a very good runway cratering device. The air force has got some incredible weapons to do that. So they would have tried to knock out all the aircraft they could find. They would have gone after the command and control. But Admiral Stavridis makes an important point. They weren`t used in the obvious prep session to take out air defense missiles and radar systems as phase one of a major strike with air power. So, so far, this is a signal to Assad and the Russians, we`ve had it. But, again, the background of the conflict, most of Syria has been destroyed, self-propelled artillery, tanks, brutal murders of innocent civilians. So, you know, one could sort of question why the sudden chemical warfare strike would prompt a total change in U.S. national security policy.",1,976.0,166.0,guest,29.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
29,WILLIAMS," After six years and 500,000 people. General Barry McCaffrey, thank you for being part of our coverage and continuing to be tonight as we cover this Tomahawk missile launch.",1,173.0,30.0,guest,30.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
30,MADDOW," All right. We`re going to bring in Bill Neely now. Bill Neely, NBC global correspondent. And he is in Moscow tonight, which is a particular and interesting place from which to be watching these developments. Bill, what can you tell us tonight about Russian reaction, if any, to this young news of these big strikes?",1,316.0,56.0,host,31.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
31,"BILL NEELY, NBC NEWS CHIEF GLOBAL CORRESPONDENT"," Yes, good evening, Rachel. Well, it is 4:30 in the morning, so no official reaction here in Moscow. But interestingly, just before news of those air strikes was confirmed, Russia`s ambassador at the U.N. warned the United States that military action in Syria would result in negative consequences. Now that I suppose is to be expected from the Russians. Remember also that these 50 or so Tomahawk cruise missiles will have flown over the Russian air bases, the naval base at Tartus and the main airfield south of Latakia. They were flown at relatively low altitude and tracked by the Russians and by their S300 radar installations. We don`t know yet, crucially, what one U.S. official told NBC News and this, indeed, has not been confirmed, but we don`t yet know if the U.S. warned Russia in any way about what it was going to do and, indeed, warned the Russians to get any air crews that it might have at that airfield near Homs out of harm`s way. We don`t know that yet.",1,973.0,175.0,guest,32.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
32,MADDOW," Bill, in terms of the –",1,24.0,7.0,host,33.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
33,NEELY, Rachel?,1,8.0,2.0,guest,34.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
34,MADDOW," In terms of the Russian exposure here, you mentioned the Russian base there. Obviously, when, you know, Syrian fighter jet pilots are in the sky, they`re flying Soviet-made, Russian-made planes, right? There`s -- that`s the anti-aircraft defenses that they`ve got and they`re considerable. Those S-200, S-300 missile defense systems and aircraft defense systems. Those are all Russian-made. But what about Russian personnel? In the United States, we have to worry about force protection efforts for our own 500 to 1,000 service members who are on the ground in Syria. Russia, obviously, has a large number of their own personnel on the ground there. Is there – is the deconfliction process something that would be expected to protect them as well?",1,748.0,121.0,host,35.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
35,NEELY," Absolutely right. Those are the two key differences between President Trump`s decision now and President Obama`s decision in 2013. When Obama was weighing this up, there were no U.S. grounds on the troop in Syria and there were no Russians. Now for the last 18 months, we have both American bombing and of course large numbers of American – of Russian troops on the ground. The last time I was in Aleppo, for example, there were Russian foot patrols out on the streets. The Russians and Syrians are intermingled all over Syria, at air bases, at installations. They are advising the Syrians. There are thousands of Russian troops there. So, obviously, the danger with the United States which does not want a wider war, certainly not with Russia, is the dangerous of Russian military casualties.",1,794.0,136.0,guest,36.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
36,MADDOW," NBC News global correspondent Bill Neely on the ground for us tonight, 4:30 in the morning Moscow time – Bill, thank you very much. Really helpful to have you here with us. Here in studio with us in New York, the top Democrat on the House Intelligence Committee, Congressman Adam Schiff of California. Congressman, it`s good to have you here tonight.",1,351.0,62.0,host,37.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
37,MADDOW," We never know exactly what within your remit of the intelligence committee is going to be the subject or discussion tonight. Obviously, it`s this news that the United States has launched nearly 60 Tomahawk cruise missiles, apparently from ships in the Mediterranean, targeting a Syrian air base on the western side of that country. Let me first get your reaction, find out how much you know about this.",1,403.0,69.0,host,38.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
38,SCHIFF," Well, I received a call from the director of national intelligence not long I think after the missiles were on their way and he has cleared me to share this. It was I think close to 70 missiles fired from ship at a single target. That target was the airfield where it`s believed that the chemical weapons attack originated from. It is, I think, at the present not the intention to have more than this single strike, but, of course, the administration is reserving their options depending on whether the regime responds against our troops or takes any other action against the U.S. targets or allies. But it was our best intelligence per the director that this is where the attack, the chemical weapons attack originated from and that was the response.",1,752.0,133.0,guest,39.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
39,MADDOW," When you say this is where the chemical weapons attack originated from, meaning that Syrian aircraft that dropped munitions that appear to be chemical weapons munitions on Tuesday, that`s the field they took off from?",1,218.0,36.0,host,40.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
40,SCHIFF," That`s the field, as well as apparently some facilities involved in creating the chemical munitions that would go on that aircraft. This, of course, isn`t the first chemical weapons attack by the regime and, you know, one of the concerns that I have about the action tonight – I certainly think it was on the range of military options, one of the more limited options. It didn`t utilize aircraft. There wasn`t the risk of loss of life of our pilots. They also evidently did everything they could to vet the site to make sure there wouldn`t be human casualties, wouldn`t be Russian casualties. But it is obviously a very abrupt change of course by the administration from just a few days ago when they said basically it`s up to the Syrian people to decide who will remain the leader of Syria, as if the Russians, the Iranians, Hezbollah, weren`t involved. And, of course, this wasn`t the first time we`ve seen those terrible images, but it was the first time we got a sense that the president recognized the gravity of his office because those were very much the same kind of photos President Obama was confronted with and, of course, President Trump had a very different reaction when he wasn`t the commander in chief, now he is. But, you know, I would certainly strongly caution the administration not to make this a military effort to change the regime. Now, I fully concur that the regime has to go, because as long as Assad is there, that fighting is going to go on, that terrible war is going to go on. But this is not something that can be accomplished via the air at a standoff location. At most, we can hope that this will deter the regime from using chemical weapons again. That is probably the most significant thing you could hope for as well as a deterrent to other regimes in the future by using chemical weapons. But there are still a lot of issues to be resolved and one of them for the Congress is all of this is being done, not just the attack today, but the presence of our troops there, all of this is being done without any congressional vote, any congressional authorization and Congress really needs to deal with this.",1,2141.0,387.0,guest,41.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
41,MADDOW, Was this – was this strike legal?,1,34.0,8.0,host,42.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
42,SCHIFF," Well, I did ask the director that question. What`s the legal basis for this? What`s the U.S. legal basis and what`s the international legal basis? That was out of his lane as I thought it might be, that`s really not directly responsibility of the DNI. But that`s a question Congress needs to ask. But I think we already know the answer to the question in terms of U.S. law and that is none of what we`re doing in Syria is authorized and this is an issue I took with the Obama administration. I introduced the AUMF that would authorize the use of force against ISIS and al Qaeda. I`m going to be reintroducing that after the recess. But even that authorization, even the argument the Obama administration used that the pre-existing authorizations were broad enough to go after ISIS in Syria, that rationale doesn`t hold up. Even if it did, it wouldn`t extend to attacks like this one on the regime.",1,898.0,162.0,guest,43.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
43,MADDOW," If the administration sees this as a standalone, one-off strike, that this isn`t the first in an escalating military campaign, you seem to indicate that was the gist of the message tonight that you got from the director of national intelligence. Does that effect whether or not it`s legal? Does a one-off strike require a different amount of authorization from the Congress legally speaking than an escalating campaign?",1,420.0,69.0,host,44.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
44,SCHIFF," No. I mean, the Congress should still be involved in the authorization even of a single attack of this magnitude. There may be a legal rationale that the White House offers that, well, these chemical weapons were a threat to our own troops. They could have been used against our troops. That`s a tough argument to make I think here. Then, of course, there`s the challenge of making the argument under international law for the intervention. That`s a problem that the Obama administration was similarly wrestling with. But it`s really clear, I think what the congressional obligation is here, and that is we still need to have a vote on whether we should be using military force at all in Syria. And, unfortunately over the last several years, there`s been this terrible confluence of interest between then the Obama administration, which didn`t want to have to devote the political muscle to getting that through the Congress, and a Congress that didn`t want to have to vote on it. A few of us, you know, have been trying, Tim Kaine, myself and a handful of others, but we`ve never been able to generate sufficient political will to actually force a vote on this.",1,1164.0,203.0,guest,45.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
45,MADDOW," Congressman, let me ask you to go back to the initial point that you raised which is the decision-making process that led to this. Obviously, this does represent a major shift in course by the administration. Not just to escalate to military force, but to strike against the Syrian regime at all. As you mentioned last week, the secretary of state was saying a week ago today the secretary of state was saying it`s up to the Syrian people whether or not Assad must go. We also had the U.N. Ambassador Nikki Haley saying last week that the United States is not looking to bring about regime change. The president, himself, faced with previous chemical weapons attacks by Bashar al Assad had said there should be no invasion, should be no U.S. military force in response. There has been a 180-degree turn that has – that was not signaled for very long, that came about very, very rapidly. What is your perception of why that happened, what are your concerns about that? Is it possible that this attack on Tuesday was just so egregious that it was worth throwing out the entire previous strategy and inventing a new one on the spot?",1,1130.0,203.0,host,46.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
46,SCHIFF," Well, I have a couple reactions. The first is, in that footage we saw so often of those photographs of those kids that were suffocating. You also had – I don`t know as a physician or a parent who was saying no one is doing anything about this. How can the world allow this to happen? No one is doing anything about this. That to me is the most powerful argument against standing still, doing nothing, and countenancing this by our inaction. That gentleman I thought made the most powerful and eloquent argument that something has to be done and we have this awful paralysis in the United Nations which is really the body that ought to authorize action against people who are gassing their own citizens. But with a Russian veto, with the Chinese veto or inaction, getting that done has been impossible. But what is the answer to that? Does the world just sit still and let people be gassed? I think, you know, that`s what the administration is confronting, this administration and the last administration. What concerns me about the last 24, 48 hours, is this attack, as awful as it was, it wasn`t the first. It`s one of several by the regime, and it does concern me that we not have an impulsive administration that is ready to completely change direction, that isn`t necessarily thinking through what are all the consequences here? What I would have argued before today is we use coercive diplomacy with Russia. They made this bargain. They brokered this bargain. Assad would get rid of his chemical weapons. He obviously didn`t. And use coercive pressure, build pressure to use force if Russia doesn`t get their client under control and put an end to this. And the marshaling of that coalition would have put a lot of pressure on Russia. Well, that`s all in the rearview mirror at this point. You know, it does, I think, send the message to other places like North Korea that this administration is not unwilling to use force, and, you know, that may have a salutary impact in other places. But I do worry that this president who now has this responsibility of office not act impulsively, that these things really need to be thought through. If we`re lucky, there won`t have been civilian casualties and if we`re luckier still, there won`t have been Russian casualties. But even these single strikes can have a danger of getting away from their original purpose.",1,2365.0,416.0,guest,47.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
47,MADDOW," Let alone trying to understand what the knock-on consequences will be in terms of way all the multivariate actors respond. One of the things you hope has been gamed out in advance. Congressman Adam Schiff, the ranking Democrat on the House Intelligence Committee – thank you for helping us understand this tonight. Appreciate it, sir. I will ask you, if we are going to hear from the president tonight, and we`re advised that we may hear from the president tonight, can we ask you back in terms of responding to what the president says?",1,537.0,95.0,host,48.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
48,SCHIFF, Absolutely.,1,12.0,2.0,guest,49.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
49,MADDOW," All right. We`ll put an ankle monitor on you. Thank you, sir. Appreciate it.",1,77.0,15.0,host,50.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
50,WILLIAMS," Besides, it`s still early in California. Congressman, thank you for coming by the studios. During this interview, this conversation, we`ve been receiving a few more facts starting with the exact number as the Pentagon sees it, 59 cruise missiles impacted this airfield. As military airfields go, not massive. Kind of a standard layout of two long military length, mind you, runways separated by the usual taxiways. Styles differ in construction between the U.S. and nations overseas. This is now – this airfield has received 59 impacts tonight from these incoming cruise missiles. Indeed, we`re told by the White House, the guidance is we will hear from President Trump tonight who has, of all thing, the leader of about 20 percent of the world`s people in Florida tonight, at Mar-a-Lago – President Xi of China. So, we`re told the statement will be a tape turnaround. He will make a statement to news media. We`ll all roll that at the same time. You`ll see it as we see it. For the moment, our chief foreign correspondent Richard Engel standing by in London. And, Richard, question that kind of melds politics with what we`re seeing in the military tonight. The world has watched the first 75 or so days of this presidency and this president. They have seen deeds and statements or the lack thereof. With that in mind, how will the world view this military action tonight?",1,1374.0,236.0,guest,51.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
51,"RICHARD ENGEL, NBC NEWS CHIEF FOREIGN CORRESPONDENT"," I think it was just enough for president Trump to show that he`s different than President Obama. That he acted when his predecessor did not. But it is not going to get him into any real trouble. It was not a decisive action. It was more symbolic. It was a slap on the wrist, actually, and it`s the kind of thing you can do – it has a complete narrative. The U.S. military said earlier today that it has radar footage showing the aircraft taking off from this now presumably destroyed air base and flying about 70 miles – 67 miles is the distance to the town that was hit. I wouldn`t be surprised if at some stage we get to see that radar footage. And now, that air base has been obliterated and there`s ISR, there`s drones up in the air probably taking pictures of all of this. So, it creates a full narrative of a horrific event then how it unfolded and then the air base destroyed. But it doesn`t fundamentally change Assad`s capabilities. It doesn`t fundamentally change his grip on power. It doesn`t change the dynamic of the civil war in that country. It is a response that I think President Trump can go to the American people and say he did something and here`s the evidence.",1,1183.0,221.0,guest,52.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
52,WILLIAMS," So, Richard, this is – if you want to look at it brass tax terms, we just spent $30 million tonight. We endangered in launching these things, as you know, every time one of these clears the tube on a navy vessel, everyone breathes a sigh of relief. All the young sailors on these vessels that launch these things tonight. We killed some Syrians, I`m guessing. We may have killed some Russians, as kind of collateral damage. I`m guessing there`s fuel on fire. There`s cratered runways. There`s destroyed aircraft. Is that the extent of what we get?",1,548.0,98.0,guest,53.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
53,ENGEL," Well, I`m not saying that this was some political stunt. There was a horrific attack, and there was a response on that location. I`m saying that this was the minimum that could have been done in order to send that message.",1,223.0,42.0,guest,54.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
54,WILLIAMS, All right.,1,11.0,3.0,guest,55.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
55,ENGEL," The U.S. does have its hands tied in Syria to a degree because of the Russian presence. If the U.S., it turns out, killed some Russian advisers – and we`re being told that the Russians were given something of a heads-up, which would be standard according to Barry McCaffrey, who was on your air a short while ago, saying that in this kind of sensitive operation, another major power in the battlefield would be given a short amount of heads-up to try and deconflict the area but not enough for them to really change their operating status. But if the Russians had been killed, it would escalate dramatically. That`s a limitation. There are also hundreds of American troops in Syria right now on a counter-ISIS mission. If this had been a massive U.S. operation and many Syrian troops had been targeted and many Syrian troops had been killed, then it would be logical to assume that these Syrians might try to respond against those American troops, who would be sitting ducks in the country, within range of Syrian weapons. So, it`s not that he had a full range of options to deal with. All these options are bad. But what he did, it seems, he picked the least amount he could do that has a complete narrative. Hit the base where the attack was launched and leave it at that. And I wouldn`t be surprised if he leaves it at that and then gives a statement in a short while talking about decisive leadership and how the U.S. is now – is back in a leadership role.",1,1461.0,268.0,guest,56.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
56,MADDOW," NBC chief foreign correspondent Richard Engel joining us from London – Richard, thank you for being with us tonight. We do have a couple of quotes from this statement that we are expecting shortly from the president. Again, it is a recorded statement, and we`re told via the “Associated Press” that the president will say the strike on Syria was in the vital national security interest of the United States. We`re also told that he will call on civilized nations to join the U.S. in seeking to end the slaughter and bloodshed in Syria. Again, those are sort of advance quotes from what we`re expecting in terms of the statement from the president tonight. The president obviously is in south Florida at his golf resort, where he is hosting the president of the China for their summit. Joining us now is Michael McFaul, who is the former U.S. ambassador to Russia. Professor McFaul, thanks for being with us.",1,908.0,159.0,host,57.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
57,"MICHAEL MCFAUL, FORMER U.S. AMBASSADOR TO RUSSIA", Sure. Thanks for having me.,1,28.0,6.0,guest,58.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
58,MADDOW," Let me ask how you think Russia will respond to this. Russia obviously has been Assad`s greatest ally in Syria, not just in politics but in military matters as well. Lots of Russian military personnel. Lots of Russian weaponry. Lots of Russian missile defense systems on the ground in Syria. How are they going to respond to this?",1,331.0,59.0,host,59.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
59,MCFAUL," Well, as you`ve just been discussing, if there are Russian casualties, that will trigger, of course, a radical negative response. And I hope that there weren`t, and I hope that that was coordinated before this attack. So far, the Russian government stance has been that there wasn`t a chemical weapons attack and that they`ve denied that. And so, right now, their formal position, I think, will be to defend their ally, Mr. Assad, and defend the sovereignty of the state of Syria. Having said that, there`s a little “but” in my head, which is to say that in 2013, I was in the government. I was with the president when he met with president Putin. We did a deal with the Russians to eliminate chemical weapons in Syria, and at that time president Putin was the hero. Let`s remember that. He was the guy that convinced Assad to get rid of all these weapons, or so we thought. This doesn`t make him look like a hero, and so I can imagine a scenario where they do not overreact because after all, this has been a very limited attack. This is not an escalatory attack. This is not regime change just as all your previous guests have said. I could foresee a response that was much more muted than you might otherwise think, but because Putin himself was involved in getting rid of or at least trying to get rid of these chemical weapons in the first place.",1,1352.0,248.0,guest,60.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
60,MADDOW," There has been – on the issue of what this chemical weapons attack was on Tuesday, obviously there was an international effort where there was verified disposal of thousands of tons of Syrian chemical weapons. They had a huge weapons of mass destruction stockpile, and a lot of that stuff was gotten rid of. Since then, there have been a number of allegations of the use of chemical weapons, but ultimately what it boiled down to in most of those allegations is that something like chlorine or something like mustard was used, that there was a chemical element to a conventional attack but they weren`t, technically speaking weapons of mass destruction. We do not have confirmation that this was a sarin attack on Tuesday. The Turkish health ministry has said that it is. No other official body has made that sort of declaration. As far as we understand it, that`s still a matter of international investigation. Is there an argument to be made that before there was any official determination about the use of banned chemical weapons, that this may have been a premature response?",1,1081.0,186.0,host,61.0,0,MSNBC,The Rachel Maddow Show,2017-04-06
