,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
133,J. FAULKENBERRY,"  So I had another -- a friend come over and help patch me up (INAUDIBLE) lacerated (ph) femoral artery, missing femur, quad, hamstring--",2,137.0,24.0,guest,125.0,0,Fox News,Hannity,2017-03-03
134,HANNITY,  Wow.,2,6.0,2.0,host,126.0,0,Fox News,Hannity,2017-03-03
135,J. FAULKENBERRY,  -- severed sciatic nerve.,2,27.0,5.0,guest,127.0,0,Fox News,Hannity,2017-03-03
136,HANNITY,  Yes.  And it ended up in an amputation.,2,41.0,9.0,host,128.0,0,Fox News,Hannity,2017-03-03
137,J. FAULKENBERRY,"  It ended up in an amputation, yes, sir.",2,41.0,9.0,guest,129.0,0,Fox News,Hannity,2017-03-03
138,HANNITY,"  How -- you know, I guess we all try to put ourselves in other people's shoes, but it's not possible.  Now -- you've got to now go through a whole process, where you come to grips with that severe injury, and now you're building this new life for yourself, which, by the way, I think anyone listening would be really proud to hear. And Sarah, your -- your loving husband's away, and you get a phone call at some point.",2,419.0,81.0,host,130.0,0,Fox News,Hannity,2017-03-03
139,S. FAULKENBERRY,"  Yes, sir.",2,11.0,3.0,guest,131.0,0,Fox News,Hannity,2017-03-03
140,HANNITY,  And did you know how bad it was from the beginning?,2,53.0,12.0,host,132.0,0,Fox News,Hannity,2017-03-03
141,S. FAULKENBERRY,"  Like he kind of said, it was going in to where he was going, being deployed to, we knew it was a rough area.  And I was actually-- we were stationed in Germany, and I was back in Texas visiting family.   And I had missed the original phone call.  And as soon as I looked down and saw what the number was, I knew at that point and--",2,333.0,70.0,guest,133.0,0,Fox News,Hannity,2017-03-03
142,HANNITY,  You knew before you--,2,23.0,5.0,host,134.0,0,Fox News,Hannity,2017-03-03
143,S. FAULKENBERRY,  I knew.  And so--,2,19.0,5.0,guest,135.0,0,Fox News,Hannity,2017-03-03
144,HANNITY,  Did they take you to Germany after--,2,38.0,8.0,host,136.0,0,Fox News,Hannity,2017-03-03
145,J. FAULKENBERRY,"  I went to Germany for a couple days to get stabilized, and then I went straight to Walter Reed.",2,97.0,20.0,guest,137.0,0,Fox News,Hannity,2017-03-03
146,HANNITY,  Right.  And how long was your recovery?  How long was that process?,2,69.0,13.0,host,138.0,0,Fox News,Hannity,2017-03-03
147,J. FAULKENBERRY,"  I spent 11 months at Walter Reed.  Spent two-and-a-half years trying to salvage the limb, and then ultimately ended up deciding to amputate below the knee.",2,157.0,27.0,guest,139.0,0,Fox News,Hannity,2017-03-03
148,HANNITY,"  I actually followed the case of somebody that had a similar injury.  And then after 11 months and it doesn't work out, that's tough.",2,134.0,25.0,host,140.0,0,Fox News,Hannity,2017-03-03
149,J. FAULKENBERRY,"  It was a hard decision.  We did our research.  And you know, people like Kent Saul (ph) -- he had a very similar injury, and he was a mentor to me in the hospital and then after.  And he amputated before I did, and I went and talked to him and--",2,247.0,52.0,guest,141.0,0,Fox News,Hannity,2017-03-03
150,BUSH,"  So what's important -- not to do the question for you, but--",2,62.0,13.0,guest,142.0,0,Fox News,Hannity,2017-03-03
151,HANNITY,  Take over.  That's fine.,2,26.0,5.0,host,143.0,0,Fox News,Hannity,2017-03-03
152,,(LAUGHTER),2,,,,,0,Fox News,Hannity,2017-03-03
153,BUSH,  I'm going to.,2,15.0,4.0,guest,144.0,0,Fox News,Hannity,2017-03-03
154,HANNITY,  You're the president.,2,23.0,4.0,host,145.0,0,Fox News,Hannity,2017-03-03
155,BUSH,"  Yes.  So there are two aspects to John's recovery that is very impressive.  One is the physical (INAUDIBLE) out playing golf.  The other is, you know, the mental.  And one reason why I wanted to talk about John in my book is because he realized he was self-medicating.",2,270.0,49.0,guest,146.0,0,Fox News,Hannity,2017-03-03
156,HANNITY,  You were.,2,11.0,3.0,host,147.0,0,Fox News,Hannity,2017-03-03
157,J. FAULKENBERRY,"  Yes, sir.",2,11.0,3.0,guest,148.0,0,Fox News,Hannity,2017-03-03
158,BUSH,  And quit.,2,11.0,3.0,guest,149.0,0,Fox News,Hannity,2017-03-03
159,HANNITY,  Drinking?,2,11.0,2.0,host,150.0,0,Fox News,Hannity,2017-03-03
160,J. FAULKENBERRY,  Yes.,2,6.0,2.0,guest,151.0,0,Fox News,Hannity,2017-03-03
161,HANNITY,  OK.,2,,,,152.0,0,Fox News,Hannity,2017-03-03
162,BUSH,  And so we both share the same thing.  We both quit.  And--,2,60.0,13.0,guest,153.0,0,Fox News,Hannity,2017-03-03
163,HANNITY,"  I haven't quit yet, but--",2,27.0,6.0,host,154.0,0,Fox News,Hannity,2017-03-03
164,,(LAUGHTER),2,,,,,0,Fox News,Hannity,2017-03-03
165,BUSH,  Maybe that's why you've gained a little weight.,2,49.0,9.0,guest,155.0,0,Fox News,Hannity,2017-03-03
166,HANNITY,"  Oh, geez!  I come here to get beaten up.  Thanks a lot!",2,57.0,13.0,host,156.0,0,Fox News,Hannity,2017-03-03
167,,(LAUGHTER),2,,,,,0,Fox News,Hannity,2017-03-03
168,HANNITY,"  But yours is a story of great success.  I mean, it really is amazing.",2,71.0,15.0,host,157.0,0,Fox News,Hannity,2017-03-03
169,J. FAULKENBERRY,  It takes time.,2,16.0,4.0,guest,158.0,0,Fox News,Hannity,2017-03-03
170,HANNITY,"  When the president drew this painting and you saw it, what was that like?",2,75.0,15.0,host,159.0,0,Fox News,Hannity,2017-03-03
171,J. FAULKENBERRY,"  Oh, man!  I mean, the president of the United States painted a picture of you, you know?  It's--",2,98.0,19.0,guest,160.0,0,Fox News,Hannity,2017-03-03
172,,(LAUGHTER),2,,,,,0,Fox News,Hannity,2017-03-03
173,,(CROSSTALK),2,,,,,0,Fox News,Hannity,2017-03-03
174,BUSH,  He was in shock!  That guy can paint?,2,39.0,9.0,guest,161.0,0,Fox News,Hannity,2017-03-03
175,,(LAUGHTER),2,,,,,0,Fox News,Hannity,2017-03-03
176,J. FAULKENBERRY,  But getting to -- to be -- because it's now a history book.,2,61.0,14.0,guest,162.0,0,Fox News,Hannity,2017-03-03
177,BUSH,  Yes.,2,6.0,2.0,guest,163.0,0,Fox News,Hannity,2017-03-03
178,J. FAULKENBERRY,  And so now I get to be in history.,2,36.0,10.0,guest,164.0,0,Fox News,Hannity,2017-03-03
179,HANNITY,  And you like that part of it.  Are you happy with the painting?,2,65.0,14.0,host,165.0,0,Fox News,Hannity,2017-03-03
180,J. FAULKENBERRY,  I am.,2,7.0,3.0,guest,166.0,0,Fox News,Hannity,2017-03-03
181,HANNITY,"  All right, if you could an art critic -- sorry, Mr. President --1 to 10, 10 being the best.",2,93.0,20.0,host,167.0,0,Fox News,Hannity,2017-03-03
182,BUSH,  OK.,2,,,,168.0,0,Fox News,Hannity,2017-03-03
183,J. FAULKENBERRY,  I would definitely give him a 10.,2,35.0,8.0,guest,169.0,0,Fox News,Hannity,2017-03-03
184,HANNITY,  Yes.,2,6.0,2.0,host,170.0,0,Fox News,Hannity,2017-03-03
185,BUSH,"  Well, first of all, his is an action shot.",2,44.0,10.0,guest,171.0,0,Fox News,Hannity,2017-03-03
186,HANNITY,  Yes.  I just saw it.,2,22.0,6.0,host,172.0,0,Fox News,Hannity,2017-03-03
187,BUSH,"  Yes.  And so, you know, mama (ph) may have a different view if it were up close.  But -- and the reason I put John and Bobby Dove (ph) there is because it's very important for citizenry to know, A, these people don't feel sorry for themselves, and B, they can go out and play golf.  And he's a good golfer.",2,308.0,62.0,guest,173.0,0,Fox News,Hannity,2017-03-03
188,HANNITY,  Yes.  Are you -- are you proud of your dad?,2,45.0,11.0,host,174.0,0,Fox News,Hannity,2017-03-03
189,"HAYLEY FAULKENBERRY, DAUGHTER","  Yes, sir.",2,11.0,3.0,guest,175.0,0,Fox News,Hannity,2017-03-03
190,HANNITY,  Yes.  Are you proud of your dad?  And you have a lot of fun with your dad?  Yes?  What do you like to play the most with your dad?,2,132.0,30.0,host,176.0,0,Fox News,Hannity,2017-03-03
191,"JAKE FAULKENBERRY, SON",  Soccer.,2,9.0,2.0,guest,177.0,0,Fox News,Hannity,2017-03-03
192,HANNITY,"  Soccer.  OK.  Who's better at soccer, you or your dad?",2,56.0,11.0,host,178.0,0,Fox News,Hannity,2017-03-03
193,JAKE FAULKENBERRY,  Daddy.,2,8.0,2.0,guest,179.0,0,Fox News,Hannity,2017-03-03
194,HANNITY,  Daddy?  Who's better?,2,23.0,4.0,host,180.0,0,Fox News,Hannity,2017-03-03
195,H. FAULKENBERRY,  Dad.,2,6.0,2.0,guest,181.0,0,Fox News,Hannity,2017-03-03
196,HANNITY,"  But you're a better dancer, right?",2,36.0,7.0,host,182.0,0,Fox News,Hannity,2017-03-03
197,H. FAULKENBERRY,"  Yes, sir.",2,11.0,3.0,guest,183.0,0,Fox News,Hannity,2017-03-03
198,HANNITY,"  Well, it's an honor to meet you.  And it's -- you -- you guys are friends.  You -- you're all -- it's like how you walk in the room.",2,134.0,30.0,host,184.0,0,Fox News,Hannity,2017-03-03
199,,(CROSSTALK),2,,,,,0,Fox News,Hannity,2017-03-03
200,BUSH,"  We were all raised in the Midland, Texas.",2,43.0,9.0,guest,185.0,0,Fox News,Hannity,2017-03-03
201,HANNITY,  Yes.,2,6.0,2.0,host,186.0,0,Fox News,Hannity,2017-03-03
202,J. FAULKENBERRY,"  We've gone through some similar things at different levels, obviously, but--",2,78.0,12.0,guest,187.0,0,Fox News,Hannity,2017-03-03
203,BUSH,  Yes.,2,6.0,2.0,guest,188.0,0,Fox News,Hannity,2017-03-03
204,J. FAULKENBERRY,"  -- similar things.  You know, the part of the recovery in that life-changing moment and the years to come after that, in history it ends up being the easy part.  That actual transition afterwards is where it becomes complicated for most..",2,240.0,42.0,guest,189.0,0,Fox News,Hannity,2017-03-03
205,HANNITY,"  The people that I have found are the deepest, the most introspective, the most appreciative are people that have been through really difficult challenges -- cancer, something like you went through -- because they have a greater appreciation, it seems, than the rest of us that take a lot of things for granted. So we're really proud for you.  It's an honor to meet you.  And you have the two cutest kids in the world.  And nice to meet you, too, Sarah.  Thank you all.",2,470.0,86.0,host,190.0,0,Fox News,Hannity,2017-03-03
206,J. FAULKENBERRY,  Thank you.,2,12.0,3.0,guest,191.0,0,Fox News,Hannity,2017-03-03
207,HANNITY,"  We'll take a break.  We'll come back. Now, coming up, we'll share the story of Purple Heart recipient and American war hero, retired United States Army staff sergeant Spencer Milo (ph).  He's also featured in President George W. Bush's new book, ""Portraits of Courage."" That and more as ""Hannity"" continues from the George W. Bush Presidential Center in Dallas, Texas.",2,370.0,61.0,host,192.0,0,Fox News,Hannity,2017-03-03
208,,(COMMERCIAL BREAK),2,,,,,0,Fox News,Hannity,2017-03-03
209,,(BEGIN VIDEO CLIP),3,,,,,0,Fox News,Hannity,2017-03-03
210,BUSH,"  Spencer Milo joined the military in 2006 as an airborne infantryman. In 2008, he sustained injuries in Iraq that led to the discovery of a tumor in his brain.  The prognosis was not good.  He was given six months to live. Fortunately, that diagnosis was wrong.  The tumor was removed, giving Spencer a new lease on life.  He chose to use it to continue serving in the United States Army.  Spencer embarked on his second combat deployment, this time to Afghanistan.  In January 2011, he was injured again and in a horrifying way.  A child suicide bomber detonated eight feet from Spencer. The experts at NICO (ph) helped Spencer rehabilitate with the therapies that worked best for him.  Mountain biking was effective.  Getting off the prescriptions helped a lot, and the family was at the top of the list. ""When I found out that my wife was pregnant with my daughter, I remember an emotion I had overseas.  In order to take care of others, you have to be able to take care of yourself.  It gave me a new and reinvigorated motivator to get better and allow myself to heal.",3,1073.0,192.0,guest,193.0,1,Fox News,Hannity,2017-03-03
211,SPENCER MILO,"  It's pretty humbling to even have a remote thought that someone like that, a man you're going to choose to follow and that you -- personally, I idolize (INAUDIBLE) going to take the time out of their busy life to paint a portrait of myself.  So it was pretty humbling.",3,270.0,51.0,guest,194.0,1,Fox News,Hannity,2017-03-03
212,,(END VIDEO CLIP),3,,,,,1,Fox News,Hannity,2017-03-03
213,HANNITY,"  And Welcome back to ""Hannity,"" and we're in Dallas, Texas, at the George W. Bush Presidential Center.  And President Bush is still with us.   Joining us now is another American hero.  He is featured in President Bush's book, ""Portraits of Courage, A Commander-in-Chief's Tribute to America's Warriors,"" Purple Heart recipient, retired U.S. Army Staff Sergeant Spencer Milo.  He calls you Milo?  ",3,397.0,64.0,host,195.0,0,Fox News,Hannity,2017-03-03
214,"STAFF SERGEANT SPENCER MILO, (RET) UNITED STATES ARMY",  He can call me whatever he wants.  ,3,37.0,9.0,guest,196.0,0,Fox News,Hannity,2017-03-03
215,,(LAUGHTER),3,,,,,0,Fox News,Hannity,2017-03-03
216,HANNITY,  He can call you whatever he wants.   You had a pretty severe brain trauma.  Tell us what happened.  ,3,102.0,21.0,host,197.0,0,Fox News,Hannity,2017-03-03
217,MILO,"  Well, I had two separate traumatic brain injuries.  My first in Iraq and then my second, which was probably more prevalent, moving forward in Afghanistan.  There was a young teenage boy right on the Afghanistan- Pakistan border, about 10 feet from me, he detonated himself and gave my entire platoon quite a memory.  ",3,319.0,55.0,guest,198.0,0,Fox News,Hannity,2017-03-03
218,HANNITY,"  How far away, eight feet?  ",3,29.0,7.0,host,199.0,0,Fox News,Hannity,2017-03-03
219,MILO,"  About eight to ten feet probably, yes.  ",3,42.0,9.0,guest,200.0,0,Fox News,Hannity,2017-03-03
220,HANNITY,  Wow.  How are you doing now?  ,3,32.0,8.0,host,201.0,0,Fox News,Hannity,2017-03-03
221,MILO,"  I'm doing a lot better, to be honest with you.  Long road, a lot of hard work, but I would say that I'm definitely on the right path and I'm grateful for it.  ",3,161.0,35.0,guest,202.0,0,Fox News,Hannity,2017-03-03
222,HANNITY,  You see that the president of the United States drew a portrait of you.  What was that like?  ,3,96.0,20.0,host,203.0,0,Fox News,Hannity,2017-03-03
223,MILO,"  Well, he made me look much better, and I appreciate that, sir.  ",3,66.0,14.0,guest,204.0,0,Fox News,Hannity,2017-03-03
224,BUSH,  I thought you said I took some liberties with you?,3,52.0,11.0,guest,205.0,0,Fox News,Hannity,2017-03-03
225,MILO,"  Yes, I like it.  I appreciated them.  It's incredibly humbling to think someone I chose to follow and have the utmost respect and would continue to follow anywhere would take the time out of his life to do something like that for me.  It's humbling, it's surreal, and it's a true honor.  ",3,290.0,54.0,guest,206.0,0,Fox News,Hannity,2017-03-03
226,HANNITY,"  How long did it take for you to get to the point where you are now, where you're now helping a lot of other vets?  How long was that process of healing?  ",3,156.0,34.0,host,207.0,0,Fox News,Hannity,2017-03-03
227,MILO,"  Well, I really feel like it get started probably back in 2009 after Iraq.  And it has been an ongoing adventure ever since, and it's going to continue for the rest of my life.  ",3,179.0,36.0,guest,208.0,0,Fox News,Hannity,2017-03-03
228,BUSH,"  And one way to look at it -- sorry to butt in, but one way to look at it is by helping other vets he's still healing.  There is a healing process oftentimes, and this is what you will find in this book.  The healing process is accelerated when somebody helps somebody else.  And that's what Spencer is doing, helping people find work.  ",3,338.0,65.0,guest,209.0,0,Fox News,Hannity,2017-03-03
229,HANNITY,  You are helping vets find work?  ,3,35.0,8.0,host,210.0,0,Fox News,Hannity,2017-03-03
230,BUSH,"  Yes, that's what we're doing at the Bush Center as well.  You can get on BushCenter.org, and we have a roadmap, a veterans' employment roadmap.  ",3,147.0,27.0,guest,211.0,0,Fox News,Hannity,2017-03-03
231,HANNITY,"  You said to me there is a divide with the public sector, and you actually said well, maybe sniper on your resume --- a company is not looking for a sniper, but aren't you looking for people that are disciplined, hard-working, willing to serve, go above and beyond?  ",3,268.0,50.0,host,212.0,0,Fox News,Hannity,2017-03-03
232,BUSH,"  Ask Milo, he is the one helping people find work.  There is a language differential, and we are trying to bridge that gap so the employer understands the vet and the vet understands the employer.  That's what they're doing.",3,225.0,40.0,guest,213.0,0,Fox News,Hannity,2017-03-03
233,HANNITY,  Explain how that is working out.  ,3,36.0,8.0,host,214.0,0,Fox News,Hannity,2017-03-03
234,MILO,"  I work for Hire Heroes USA.  And what we focus on is transforming military service into civilian success.  And a term that we kind of toss around I guess in the industry is civilianizing that lingo, that jargon. And like the president said, if you want to go work and you want to be a general manager at, let's say, an auto sales place, you're not going in and say I was a sniper.  They are going to say, well, that's great.  How are you going to sell cars?   Well, snipers, some of the skills they have, the operational planning, they are so meticulous with what they do.  And you talk to any sniper in the world, they will say they are better at math than half the people I know and probably more so.  And so we focus on highlighting the skills that they may not realize they have or just don't think about on that everyday basis. But really they are the future leaders.  ",3,876.0,169.0,guest,215.0,0,Fox News,Hannity,2017-03-03
235,HANNITY,"  So you are translating military skills into everyday skills, but they also have that added discipline, dedication.  ",3,118.0,19.0,host,216.0,0,Fox News,Hannity,2017-03-03
236,MILO,  Correct.,3,10.0,2.0,guest,217.0,0,Fox News,Hannity,2017-03-03
237,BUSH,"  Teamwork, personal responsibility.  ",3,38.0,5.0,guest,218.0,0,Fox News,Hannity,2017-03-03
238,MILO,"  Loyal, hard-working.  The most selfless people you're ever going to meet.  And if we may not know how to do something right now, if you put the task in front of us, I promise you we are going to get it done.  ",3,211.0,44.0,guest,219.0,0,Fox News,Hannity,2017-03-03
239,HANNITY,  How has that project worked out?  How well are you doing?  ,3,61.0,13.0,host,220.0,0,Fox News,Hannity,2017-03-03
240,MILO,"  We're doing really well.  Last year we placed over 6,000 veterans in new careers.  And I mean careers, not just jobs.  And we're going to continue to do so.  I think we're going to continue to knock it out of the park and we're going to continue to educate all the employers as to what they're going to get when they hire these men and women.  And we are a group of men and women that are not willing to quit.  And we're never going to quit when it comes to this.  ",3,467.0,94.0,guest,221.0,0,Fox News,Hannity,2017-03-03
241,HANNITY,"  And this is now your life's vocation, your passion.  This is what you love.  ",3,79.0,16.0,host,222.0,0,Fox News,Hannity,2017-03-03
242,MILO,  I will spend the rest of my life doing everything I can to help my brothers and sisters in any way.  ,3,103.0,23.0,guest,223.0,0,Fox News,Hannity,2017-03-03
243,HANNITY,"  And this is your like passion now.  I know you have spent a lot of time painting, but you also have golf tournaments you do --",3,128.0,27.0,host,224.0,0,Fox News,Hannity,2017-03-03
244,BUSH,  Mountain bike riding.  That's where I met Milo.  He's a good athlete.  I love it.  I love riding bikes with him.,3,114.0,22.0,guest,225.0,0,Fox News,Hannity,2017-03-03
245,HANNITY,  How many miles do you do on a trip?  ,3,39.0,11.0,host,226.0,0,Fox News,Hannity,2017-03-03
246,BUSH,"  We do what's called a W-100, so we do 62, 100 K, 62 miles over three days.  And it's fun.",3,91.0,21.0,guest,227.0,0,Fox News,Hannity,2017-03-03
247,HANNITY,"  Milo, I do not know if I can call you Milo.  ",3,47.0,13.0,host,228.0,0,Fox News,Hannity,2017-03-03
248,MILO,  You can call me whatever you want to.  ,3,41.0,10.0,guest,229.0,0,Fox News,Hannity,2017-03-03
249,HANNITY,"  Thank you so much for being with us, appreciate it. All right, coming up, we will speak with yet another Purple Heart recipient featured in President Bush's brand new book.  And then later President Bush, he will give me a tour of his gallery where his painting portraits are on display.  That and more as we continue from Dallas, Texas, straight ahead.  ",3,357.0,64.0,host,230.0,0,Fox News,Hannity,2017-03-03
250,,(COMMERCIAL BREAK),3,,,,,0,Fox News,Hannity,2017-03-03
251,"PATTI ANN BROWNE, FOX NEWS REPORTER","  Live from America's news headquarters, I'm Patti Ann Browne.  Federal Reserve chairwoman Janet Yellen signaling rate hikes are in the future.  Yellen said those hikes are all but certain in a speech today in Chicago.  The Fed meets later this month to determine its policy going forward.   The European parliament votes to end visa free travel for U.S. citizens. This coming after the parliament condemned President Trump's order banning travelers from seven majority Muslim countries.  Parliament also saying the vote is in response to a U.S. policy requiring visas from citizens from five eastern European countries.   And U.S. Attorney General Jeff Sessions will appear before the Senate on Monday to answer more questions about his contacts with the Russian ambassador.   I'm Patti Ann Browne.  Now back to ""Hannity."" And for all of your headlines, log on to FoxNews.com.  You are watching the most powerful name in news, Fox News Channel.  ",4,947.0,155.0,guest,231.0,0,Fox News,Hannity,2017-03-03
252,BUSH,"  Danny Casara is a man of many interests.  He started playing the drums at age two.  At seven he fell in love with baseball.  He was a biology premed student at Xavier University of Louisiana before changing his major to music and the liberal arts.  Then he joined the army.  He was the first participant to compete in both my institutes' golf tournament and our mountain bike ride.   What makes that remarkable is that in 2005 an antitank mine flipped Danny's M-114 armored personnel carrier in Baghdad, killing two of his teammates and crushing Danny's legs.  ""Doctors asked me if I wanted them to save my legs,"" he recalls. ""I said, yes, I came into this world with two legs and I'm going to leave with two legs.""  In 2014 Danny spoke in front of a large crowd at a dinner we were hosting during the Bush Institute's Warrior Open.   He had the entire audience captivated with his story and his lessons.  He was so good I nicknamed him ""The Preacher.""",4,954.0,174.0,guest,232.0,0,Fox News,Hannity,2017-03-03
253,"SGT. DANIEL CASARA, (RET) UNITED STATES ARMY",  The first time I heard about him painting me made me just ecstatic.  It was an honor and a privilege for the 43rd president of the United States of America taking his time out to paint me and so many others.  ,4,211.0,43.0,guest,233.0,0,Fox News,Hannity,2017-03-03
254,HANNITY,"  And welcome back to ""Hannity."" And we are in Dallas, Texas, at the George W. Bush Presidential Center.  Joining us now, another American hero featured in the 43rd president's book, ""Portraits of Courage, A Commander- in-Chief's Tribute to America's Warriors,"" he is also a Purple Heart recipient, retired U.S. Army Sergeant Daniel Casara is with us.  Good to see you, sir.  It's an honor.  You're wearing my favorite converse.  ",4,430.0,71.0,host,234.0,0,Fox News,Hannity,2017-03-03
255,CASARA,  There you go.,4,15.0,4.0,guest,235.0,0,Fox News,Hannity,2017-03-03
256,HANNITY,  Was it surprising that the president of the United States did a portrait of you?  Did you know it was coming?,4,111.0,22.0,host,236.0,0,Fox News,Hannity,2017-03-03
257,CASARA,"  I did not.  It wasn't until I want to say maybe a Facebook post. And I don't even have Facebook, but someone did and sent it to me and blew me away.  ",4,152.0,34.0,guest,237.0,0,Fox News,Hannity,2017-03-03
258,HANNITY,  What does that mean to you?  ,4,31.0,8.0,host,238.0,0,Fox News,Hannity,2017-03-03
259,CASARA,"  It was an honor.  And just knowing that someone that has been a part of leading the free world, and took the time.  And that is what I think people need to understand.  He took the time.  He could have gone and withered away or cycled or golfed.  ",4,249.0,50.0,guest,239.0,0,Fox News,Hannity,2017-03-03
260,HANNITY,  He could have done what I want.  I have been wanting him to bash Obama for eight years.  He wouldn't do that.  ,4,113.0,24.0,host,240.0,0,Fox News,Hannity,2017-03-03
261,CASARA,  He did not do that because he is a man of honor and integrity. And to see the 90-something portraits of great men and women shows that integrity and honor that this man has for this country.  ,4,194.0,39.0,guest,241.0,0,Fox News,Hannity,2017-03-03
262,HANNITY,  This really means a lot to you.  I know it does for all the other guys.  ,4,75.0,18.0,host,242.0,0,Fox News,Hannity,2017-03-03
263,BUSH,  Guess what I call him?  ,4,26.0,7.0,guest,243.0,0,Fox News,Hannity,2017-03-03
264,HANNITY,  What?,4,7.0,2.0,host,244.0,0,Fox News,Hannity,2017-03-03
265,BUSH,  The Preacher.  ,4,17.0,4.0,guest,245.0,0,Fox News,Hannity,2017-03-03
266,HANNITY,  Is that what you call him?,4,28.0,7.0,host,246.0,0,Fox News,Hannity,2017-03-03
267,BUSH,  So at our events we ask the vets to speak.  He gave one of the most stirring speeches.  I've heard a lot of speeches.  This guy can speak. Remember that?  ,4,157.0,32.0,guest,247.0,0,Fox News,Hannity,2017-03-03
268,CASARA,"  Thank you, sir.  ",4,19.0,5.0,guest,248.0,0,Fox News,Hannity,2017-03-03
269,HANNITY,  That was awesome.  Would you consider being a preacher?  ,4,59.0,11.0,host,249.0,0,Fox News,Hannity,2017-03-03
270,CASARA,  No.  ,4,7.0,3.0,guest,250.0,0,Fox News,Hannity,2017-03-03
271,,(LAUGHTER),4,,,,,0,Fox News,Hannity,2017-03-03
272,CASARA,"  I love God, but I don't believe that is my calling.  ",4,55.0,13.0,guest,251.0,0,Fox News,Hannity,2017-03-03
273,HANNITY,  Let's talk about what happened.,4,33.0,6.0,host,252.0,0,Fox News,Hannity,2017-03-03
274,CASARA,"  Sure.  So on 23, September, 2005, I was in south Baghdad, Iraq. And me and five others were in an M-113, armored personnel carrier, so a smaller tank basically to get us from point A to point B.  We rode over an anti-tank mine, IED, EFP, whatever it was.  But it had enough power to where it flipped the tank over.  It killed two of my guys.  From that I sustained bilateral fractures to my right tibia and fibula, shattered left tibia, both my heel and ankle bones were shattered and dislocated right here.  ",4,511.0,96.0,guest,253.0,0,Fox News,Hannity,2017-03-03
275,HANNITY,  And how did you heal?  How are you now?,4,41.0,10.0,host,254.0,0,Fox News,Hannity,2017-03-03
276,CASARA,"  Healed slowly, still healing to this day.  ",4,45.0,9.0,guest,255.0,0,Fox News,Hannity,2017-03-03
277,HANNITY,  Are those the two guys that were with you.,4,44.0,10.0,host,256.0,0,Fox News,Hannity,2017-03-03
278,CASARA,"  These are.  Anytime I have a bad day, I just look down and think about their families and it pushes me through.  ",4,115.0,24.0,guest,257.0,0,Fox News,Hannity,2017-03-03
279,HANNITY,"  I told the president, I have been, I went to Iraq.  I also went into one of the hospitals there when I was there.  And I've gone to Bethesda, Walter Reed.  It is embarrassing.  You kind of walked out saying, these things are pretty superfluous that I think in my life when you see the suffering.  ",4,299.0,58.0,host,258.0,0,Fox News,Hannity,2017-03-03
280,BUSH,  Tell him what you said about your legs.  ,4,43.0,10.0,guest,259.0,0,Fox News,Hannity,2017-03-03
281,CASARA,"  Oh, right, yes.  So the doctors asked me if I wanted to keep my legs.  The chance of me being able to walk again was pretty low according to them.  It was early on so they had not seen many cases like mine.  So the question was, do you want to keep them?  And I told them.  I said I came in with two, I would like to leave with two.  ",4,336.0,73.0,guest,260.0,0,Fox News,Hannity,2017-03-03
282,HANNITY,"  So it made it harder, your recovery?  ",4,40.0,9.0,host,261.0,0,Fox News,Hannity,2017-03-03
283,CASARA,"  It did.  It did.  I remember the first time I got out of the wheelchair to try to walk again.  I was on parallel bars.  I went half the way with my arms because I was strong, tough.  It's just I had no mobility down below.  And I am walking with my arms.  And the physical therapist yanked on the belt that was around me and pulled me back and said no, that is not how this works.  And just trying to put one foot in front of the other was very difficult.  ",4,459.0,95.0,guest,262.0,0,Fox News,Hannity,2017-03-03
284,HANNITY,  He didn't want to be relying on your upper body strength?  ,4,61.0,13.0,host,263.0,0,Fox News,Hannity,2017-03-03
285,CASARA,"  That's correct, because when you walk you rely on your lower body.",4,68.0,13.0,guest,264.0,0,Fox News,Hannity,2017-03-03
286,HANNITY,  And where are you now in terms of all your progress?  ,4,56.0,13.0,host,265.0,0,Fox News,Hannity,2017-03-03
287,CASARA,"  Well, golfing and cycling.  ",4,30.0,6.0,guest,266.0,0,Fox News,Hannity,2017-03-03
288,BUSH,  He's one of the few vets that has played golf in our tournament and rode the W-100.  He is doing damn good.  ,4,111.0,24.0,guest,267.0,0,Fox News,Hannity,2017-03-03
289,HANNITY,  That's pretty good.  ,4,23.0,5.0,host,268.0,0,Fox News,Hannity,2017-03-03
290,CASARA,  That's a very accurate statement.  ,4,37.0,7.0,guest,269.0,0,Fox News,Hannity,2017-03-03
291,,(LAUGHTER),4,,,,,0,Fox News,Hannity,2017-03-03
292,HANNITY,  What was the speech that so inspired the president?  Do you remember what you were talking about?  ,4,101.0,19.0,host,270.0,0,Fox News,Hannity,2017-03-03
293,CASARA,"  It was just about just being there and just kind of how I felt and trying to be a voice for the men and women that were sitting there.  I wanted the donors and those that were in attendance to understand that we are not to be looked down forests or seen as oh, poor warrior, poor veteran.  This man, woman is at this place.  What can we do to help them?  ",4,357.0,74.0,guest,271.0,0,Fox News,Hannity,2017-03-03
294,HANNITY,"  I do think a lot of people don't understand the trip to Germany, the trip to Bethesda, Walter Reed, these guys are there for a year or longer.  ",4,146.0,30.0,host,272.0,0,Fox News,Hannity,2017-03-03
295,BUSH,"  Yes, but most people -- a lot of people.  I should say most.  A lot of people would look at Danny and say I feel sorry for you.  ",4,131.0,30.0,guest,273.0,0,Fox News,Hannity,2017-03-03
